"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FF","2021-04-13","94.5","-0.18","5.99","Ohtani, Shohei",660271,518813,"single","hit_into_play",,,,,"4","Shohei Ohtani singles on a sharp ground ball to right fielder Jarrod Dyson.   David Fletcher to 2nd.","R","L","R","KC","LAA","X","9","ground_ball","2","1",2021,"-0.22","1.49","-0.51","2.58",,,"664058","1","9","Top",164.57,103.33,,,"521692",,,-0.39760000812222684,-137.5113063800866,-6.478108818299955,-2.64586102858264,30.400720854514855,-11.994531113505154,"3.55","1.63","106","111.3","5","94","2388","6",632210,518813,"521692","467793","593160","641531","670032","643217","572191","502481","54.5","0.637","0.573","0.9","1","1","0","4","69","4","4-Seam Fastball","3","2","2","3","2","3","2","3","Infield shift","Standard","188","-0.106","0.418"
"SL","2021-04-13","84.3","-0.6","6.01","Ohtani, Shohei",660271,518813,,"foul_tip",,,,,"7","Shohei Ohtani singles on a sharp ground ball to right fielder Jarrod Dyson.   David Fletcher to 2nd.","R","L","R","KC","LAA","S",,,"2","0",2021,"0.26","-0.14","-0.44","2.19",,,"664058","1","9","Top",,,,,"521692",,,-0.14876397041800538,-122.78432273235525,-2.2469264389482424,2.6790880398539585,23.693350420928457,-33.3716334645222,"3.55","1.63",,,,"84","2174","6",632210,518813,"521692","467793","593160","641531","670032","643217","572191","502481","54.53",,,,,,,,"69","3","Slider","3","2","2","3","2","3","2","3","Infield shift","Standard","81","0","-0.06"
"FF","2021-04-13","94.0","-0.15","5.99","Ohtani, Shohei",660271,518813,,"ball",,,,,"14","Shohei Ohtani singles on a sharp ground ball to right fielder Jarrod Dyson.   David Fletcher to 2nd.","R","L","R","KC","LAA","B",,,"1","0",2021,"-0.03","1.66","0.22","1.49",,,"664058","1","9","Top",,,,,"521692",,,1.0172210394924803,-136.65041304061063,-9.577636382144664,-0.6253945898784838,29.72400546384279,-9.501864585194882,"3.35","1.63",,,,"93.5","2346","6",632210,518813,"521692","467793","593160","641531","670032","643217","572191","502481","54.46",,,,,,,,"69","2","4-Seam Fastball","3","2","2","3","2","3","2","3","Infield shift","Standard","186","0","0.07"
"FF","2021-04-13","93.2","-0.42","6.09","Ohtani, Shohei",660271,518813,,"ball",,,,,"11","Shohei Ohtani singles on a sharp ground ball to right fielder Jarrod Dyson.   David Fletcher to 2nd.","R","L","R","KC","LAA","B",,,"0","0",2021,"0.09","1.74","-0.91","2.87",,,"664058","1","9","Top",,,,,"521692",,,-1.4596781985560712,-135.59225387879334,-6.278653451994165,1.4543729644725685,29.77988047092165,-9.541576329709041,"3.32","1.63",,,,"92.7","2294","6",632210,518813,"521692","467793","593160","641531","670032","643217","572191","502481","54.48",,,,,,,,"69","1","4-Seam Fastball","3","2","2","3","2","3","2","3","Infield shift","Standard","190","0","0.046"
"CU","2021-04-13","80.2","0.55","5.84","Ohtani, Shohei",660271,518633,"single","hit_into_play",,,,,"4","Royals challenged (play at 1st), call on the field was upheld: Shohei Ohtani singles on a ground ball to third baseman Hunter Dozier.","R","L","L","KC","LAA","X","5","ground_ball","1","2",2021,"-0.5","-1.48","-0.48","2.83",,,,"1","1","Top",117.49,147.43,,,"521692",,,-1.3330641650851938,-116.62222980456134,2.9425559032672286,-4.252505632140985,23.93946816233491,-46.39174845025481,"3.55","1.63","16","90.9","-9","80.5","2491","6.8",632210,518633,"521692","467793","593160","641531","670032","643217","572191","502481","53.75","0.211","0.205","0.9","1","1","0","2","2","4","Curveball","0","0","0","0","0","0","0","0","Infield shift","Standard","347","-0.025","0.311"
"SL","2021-04-13","86.2","1","5.73","Ohtani, Shohei",660271,518633,,"called_strike",,,,,"13","Royals challenged (play at 1st), call on the field was upheld: Shohei Ohtani singles on a ground ball to third baseman Hunter Dozier.","R","L","L","KC","LAA","S",,,"1","1",2021,"-0.56","-0.33","-0.86","1.98",,,,"1","1","Top",,,,,"521692",,,-3.3210125737417715,-125.6738394428601,-2.1000802397620015,-5.34614925122151,23.375906542448508,-35.50955340961265,"3.37","1.52",,,,"87.3","2635","6.7",632210,518633,"521692","467793","593160","641531","670032","643217","572191","502481","53.83",,,,,,,,"2","3","Slider","0","0","0","0","0","0","0","0","Infield shift","Standard","301","0","-0.043"
"SL","2021-04-13","83.9","1.78","5.42","Ohtani, Shohei",660271,641394,"field_out","hit_into_play",,,,,"5","Shohei Ohtani lines out sharply to second baseman Whit Merrifield.","R","L","L","KC","LAA","X","4","line_drive","0","1",2021,"-0.28","-0.2","-0.24","2.40",,,,"1","7","Top",164.38,121.71,,,"521692",,,-4.146304936981584,-122.29695800060452,-0.29070537966973387,-2.080968988440424,20.86616263950076,-34.38007719502201,"3.55","1.63","217","107.9","10","84.6","2157","6.4",632210,641394,"521692","467793","593160","641531","670032","643217","572191","502481","54.12","0.871","0.882","0","1","0","0","4","54","2","Slider","3","1","1","3","1","3","1","3","Infield shift","Standard","312","0.023","-0.136"
"FF","2021-04-13","97.1","0.75","5.83","Ohtani, Shohei",660271,518633,,"ball",,,,,"13","Royals challenged (play at 1st), call on the field was upheld: Shohei Ohtani singles on a ground ball to third baseman Hunter Dozier.","R","L","L","KC","LAA","B",,,"0","1",2021,"0.42","1.57","-1.09","1.11",,,,"1","1","Top",,,,,"521692",,,-5.924061699644472,-140.9496044107861,-10.777224647937647,6.941310098296096,29.86572055663908,-8.946482240741856,"3.34","1.63",,,,"97.8","2387","6.7",632210,518633,"521692","467793","593160","641531","670032","643217","572191","502481","53.83",,,,,,,,"2","2","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","153","0","0.021"
"FF","2021-04-13","94.8","1.59","5.38","Ohtani, Shohei",660271,641394,,"foul",,,,,"11","Shohei Ohtani lines out sharply to second baseman Whit Merrifield.","R","L","L","KC","LAA","S",,,"0","0",2021,"0.49","1.32","-1.17","2.65",,,,"1","7","Top",,,,,"521692",,,-8.314320723030544,-137.8232242780701,-4.479087498080087,7.977593488979369,27.802597073391937,-14.486377758313573,"3.55","1.63","13","77.6","-14","95.3","2219","6.4",632210,641394,"521692","467793","593160","641531","670032","643217","572191","502481","54.1",,,,,,,,"54","1","4-Seam Fastball","3","1","1","3","1","3","1","3","Infield shift","Standard","141","0","-0.027"
"FF","2021-04-13","96.3","0.67","5.86","Ohtani, Shohei",660271,518633,,"foul",,,,,"8","Royals challenged (play at 1st), call on the field was upheld: Shohei Ohtani singles on a ground ball to third baseman Hunter Dozier.","R","L","L","KC","LAA","S",,,"0","0",2021,"0.64","1.71","0.07","1.84",,,,"1","1","Top",,,,,"521692",,,-3.0523628917623418,-139.90698384513166,-9.008947887538568,9.085389205148148,32.48747098193912,-7.932580640110718,"3.55","1.63","241","75.1","31","96.9","2531","6.8",632210,518633,"521692","467793","593160","641531","670032","643217","572191","502481","53.69",,,,,,,,"2","1","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","159","0","-0.027"
"SI","2021-04-12","93.1","-1.27","5.36","Ohtani, Shohei",660271,663903,"field_error","hit_into_play",,,,,"1","Shohei Ohtani reaches on a fielding error by shortstop Nicky Lopez.   Albert Pujols scores.    Jose Iglesias to 3rd.","R","L","R","KC","LAA","X","6","ground_ball","3","2",2021,"-1.15","0.81","-0.80","3.44","405395","578428",,"2","5","Top",120.5,142.41,,,"521692",,,3.7732371528576683,-135.65207704428747,-0.9926701888236105,-15.10025005232343,27.4270815200852,-22.112355677224315,"3.55","1.63","26","92.8","-6","94.2","2276","6.7",632197,663903,"521692","467793","593160","593643","670032","643217","572191","664728","53.79","0.223","0.201","0.9","1","0","0","2","35","7","Sinker","0","3","3","0","4","0","4","0","Strategic","Standard","210","-0.055","1.21"
"SL","2021-04-12","85.0","-1.57","5.44","Ohtani, Shohei",660271,663903,,"ball",,,,,"13","Shohei Ohtani reaches on a fielding error by shortstop Nicky Lopez.   Albert Pujols scores.    Jose Iglesias to 3rd.","R","L","R","KC","LAA","B",,,"2","2",2021,"0.47","-0.05","-1.93","2.09","405395","578428",,"2","5","Top",,,,,"521692",,,-1.7858646230934456,-123.89468011426611,-1.4733558441511283,5.1582106776852985,24.51451847073051,-32.561742518027,"3.41","1.54",,,,"85.2","2337","6.3",632197,663903,"521692","467793","593160","593643","670032","643217","572191","664728","54.18",,,,,,,,"35","6","Slider","0","3","3","0","3","0","3","0","Standard","Standard","79","0","0.045"
"SI","2021-04-12","94.3","-1.22","5.44","Ohtani, Shohei",660271,663903,,"foul",,,,,"2","Shohei Ohtani reaches on a fielding error by shortstop Nicky Lopez.   Albert Pujols scores.    Jose Iglesias to 3rd.","R","L","R","KC","LAA","S",,,"2","2",2021,"-1.11","0.97","0.02","3.50","405395","578428",,"2","5","Top",,,,,"521692",,,5.737443107433277,-137.29241255322844,-1.5057269039823025,-15.262664655490676,30.045312277075404,-19.80810744884917,"3.55","1.63","243","74.4","34","95.1","2251","6.7",632197,663903,"521692","467793","593160","593643","670032","643217","572191","664728","53.81",,,,,,,,"35","5","Sinker","0","3","3","0","3","0","3","0","Standard","Standard","206","0","0"
"SI","2021-04-12","93.3","-1.23","5.34","Ohtani, Shohei",660271,663903,,"ball",,,,,"12","Shohei Ohtani reaches on a fielding error by shortstop Nicky Lopez.   Albert Pujols scores.    Jose Iglesias to 3rd.","R","L","R","KC","LAA","B",,,"1","2",2021,"-0.81","0.85","0.75","3.87","405395","578428",,"2","5","Top",,,,,"521692",,,6.892733339485385,-135.80054604462921,0.04043145810599069,-11.429782776691168,27.489037471881865,-21.749917413384665,"3.47","1.58",,,,"94","2263","6.5",632197,663903,"521692","467793","593160","593643","670032","643217","572191","664728","53.97",,,,,,,,"35","4","Sinker","0","3","3","0","3","0","3","0","Standard","Standard","200","0","0.071"
"SL","2021-04-12","84.9","-1.25","5.39","Ohtani, Shohei",660271,663903,,"swinging_strike",,,,,"2","Shohei Ohtani reaches on a fielding error by shortstop Nicky Lopez.   Albert Pujols scores.    Jose Iglesias to 3rd.","R","L","R","KC","LAA","S",,,"1","1",2021,"0.08","0.24","-0.06","3.07","405395","578428",,"2","5","Top",,,,,"521692",,,2.623786867496494,-123.76548237412867,0.2927414431334624,0.36439941050699237,21.265706688621204,-29.86693315333017,"3.55","1.63",,,,"85.3","2370","6.2",632197,663903,"521692","467793","593160","593643","670032","643217","572191","664728","54.34",,,,,,,,"35","3","Slider","0","3","3","0","3","0","3","0","Standard","Standard","101","0","-0.174"
"SI","2021-04-12","93.3","-1.11","5.46","Ohtani, Shohei",660271,663903,,"ball",,,,,"11","Shohei Ohtani reaches on a fielding error by shortstop Nicky Lopez.   Albert Pujols scores.    Jose Iglesias to 3rd.","R","L","R","KC","LAA","B",,,"0","1",2021,"-1.05","0.88","-1.02","4.78","405395","578428",,"2","5","Top",,,,,"521692",,,2.555553808338034,-135.85290365118456,2.046985028855474,-13.614175206554108,28.364998209637115,-21.930412568157575,"3.41","1.58",,,,"93.7","2221","6.4",632197,663903,"521692","467793","593160","593643","670032","643217","572191","664728","54.12",,,,,,,,"35","2","Sinker","0","3","3","0","3","0","3","0","Standard","Standard","201","0","0.075"
"SI","2021-04-12","94.2","-1.12","5.47","Ohtani, Shohei",660271,663903,,"foul",,,,,"1","Shohei Ohtani reaches on a fielding error by shortstop Nicky Lopez.   Albert Pujols scores.    Jose Iglesias to 3rd.","R","L","R","KC","LAA","S",,,"0","0",2021,"-1.25","1.04","-0.55","3.47","405395","578428",,"2","5","Top",,,,,"521692",,,4.28708034227805,-137.25239039404713,-1.8813038709671153,-16.824390044835926,28.238100907810622,-18.706932986639767,"3.55","1.63","263","76.9","42","94.9","2336","6.5",632197,663903,"521692","467793","593160","593643","670032","643217","572191","664728","54.04",,,,,,,,"35","1","Sinker","0","3","3","0","3","0","3","0","Standard","Standard","211","0","-0.123"
"SI","2021-04-12","95.4","-1.24","5.39","Ohtani, Shohei",660271,663903,"grounded_into_double_play","hit_into_play",,,,,"4","Shohei Ohtani grounds into a double play, second baseman Whit Merrifield to first baseman Carlos Santana.   Max Stassi scores.    David Fletcher out at 2nd.    Shohei Ohtani out at 1st.","R","L","R","KC","LAA","X","4","ground_ball","2","2",2021,"-0.99","0.87","-0.66","2.35","545358",,"664058","0","3","Top",134.95,156.27,,,"521692",,,3.750727115266931,-138.93458653246196,-4.379382132109067,-13.633236165972386,27.825672930187377,-20.121297292805124,"3.55","1.63","3","93.2","-39","96.2","2251","6.4",632197,663903,"521692","467793","593160","593643","670032","643217","572191","664728","54.06","0.054","0.049","0","1","0","0","2","19","6","Sinker","0","2","2","0","3","0","3","0","Standard","Standard","211","0.031","-0.362"
"SI","2021-04-12","94.4","-1.22","5.39","Ohtani, Shohei",660271,663903,,"foul",,,,,"12","Shohei Ohtani grounds into a double play, second baseman Whit Merrifield to first baseman Carlos Santana.   Max Stassi scores.    David Fletcher out at 2nd.    Shohei Ohtani out at 1st.","R","L","R","KC","LAA","S",,,"2","2",2021,"-1.1","0.86","0.05","3.68","545358",,"664058","0","3","Top",,,,,"521692",,,5.77406969662662,-137.49774641593515,-0.7220455257820964,-15.157865562409636,27.688896030911916,-21.201036545614826,"3.55","1.63","188","78.6","18","95.1","2212","6.4",632197,663903,"521692","467793","593160","593643","670032","643217","572191","664728","54.08",,,,,,,,"19","5","Sinker","0","2","2","0","2","0","2","0","Standard","Standard","211","0","0"
"SL","2021-04-12","86.0","-1.33","5.42","Ohtani, Shohei",660271,663903,,"called_strike",,,,,"1","Shohei Ohtani grounds into a double play, second baseman Whit Merrifield to first baseman Carlos Santana.   Max Stassi scores.    David Fletcher out at 2nd.    Shohei Ohtani out at 1st.","R","L","R","KC","LAA","S",,,"2","1",2021,"0.07","-0.06","-0.54","2.97","545358",,"664058","0","3","Top",,,,,"521692",,,1.7270791614140129,-125.31013401921535,0.512683296149441,0.46364250676329305,23.257327956526066,-33.08269394591818,"3.3","1.52",,,,"86.8","2356","6.5",632197,663903,"521692","467793","593160","593643","670032","643217","572191","664728","53.98",,,,,,,,"19","4","Slider","0","2","2","0","2","0","2","0","Standard","Standard","110","0","-0.135"
"CH","2021-04-12","88.4","-1.47","5.46","Ohtani, Shohei",660271,663903,,"ball",,,,,"13","Shohei Ohtani grounds into a double play, second baseman Whit Merrifield to first baseman Carlos Santana.   Max Stassi scores.    David Fletcher out at 2nd.    Shohei Ohtani out at 1st.","R","L","R","KC","LAA","B",,,"1","1",2021,"-1.33","0.85","-1.18","1.11","545358",,"664058","0","3","Top",,,,,"521692",,,3.5048430814558382,-128.6953542170272,-6.338381607447001,-15.567465734420155,26.267613997505418,-21.563852579486543,"3.37","1.59",,,,"88.7","2148","6.4",632197,663903,"521692","467793","593160","593643","670032","643217","572191","664728","54.08",,,,,,,,"19","3","Changeup","0","2","2","0","2","0","2","0","Standard","Standard","233","0","0.083"
"SI","2021-04-12","94.0","-1.21","5.45","Ohtani, Shohei",660271,663903,,"ball",,,,,"11","Shohei Ohtani grounds into a double play, second baseman Whit Merrifield to first baseman Carlos Santana.   Max Stassi scores.    David Fletcher out at 2nd.    Shohei Ohtani out at 1st.","R","L","R","KC","LAA","B",,,"0","1",2021,"-1.06","0.76","-0.43","4.29","545358",,"664058","0","3","Top",,,,,"521692",,,4.4196230085262,-136.904694606427,0.9693755319238344,-14.32107639645146,27.409372533432055,-22.93271114190044,"3.37","1.5",,,,"95","2221","6.6",632197,663903,"521692","467793","593160","593643","670032","643217","572191","664728","53.88",,,,,,,,"19","2","Sinker","0","2","2","0","2","0","2","0","Standard","Standard","210","0","0.068"
"SI","2021-04-12","95.5","-1.31","5.42","Ohtani, Shohei",660271,663903,,"foul",,,,,"8","Shohei Ohtani grounds into a double play, second baseman Whit Merrifield to first baseman Carlos Santana.   Max Stassi scores.    David Fletcher out at 2nd.    Shohei Ohtani out at 1st.","R","L","R","KC","LAA","S",,,"0","0",2021,"-1.15","1.12","0.11","2.22","545358",,"664058","0","3","Top",,,,,"521692",,,6.351869671798458,-138.997339938855,-5.407649847149424,-16.29941171490776,28.691301917412183,-16.626890021786114,"3.55","1.63","245","83.3","43","96.3","2247","6.6",632197,663903,"521692","467793","593160","593643","670032","643217","572191","664728","53.91",,,,,,,,"19","1","Sinker","0","2","2","0","2","0","2","0","Standard","Standard","216","0","-0.088"
"SL","2021-04-12","84.3","-1.4","6.28","Ohtani, Shohei",660271,623470,"double","hit_into_play",,,,,"6","Shohei Ohtani doubles (3) on a fly ball to left fielder Andrew Benintendi.   David Fletcher scores.","R","L","R","KC","LAA","X","7","fly_ball","3","1",2021,"0.44","0.11","0.60","2.41",,,"664058","0","9","Top",70.08,110.73,,,"521692",,,3.7545999500513663,-122.82887256034803,-2.9165260308884537,3.81164024441407,21.515265046649443,-30.685967425931874,"3.55","1.63","265","83.8","28","84","2558","5.8",632197,623470,"521692","467793","593160","593643","670032","643217","572191","664728","54.72","0.074","0.083","1.25","1","1","1","3","73","5","Slider","3","7","7","3","8","3","8","3","Infield shift","Standard","90","-0.007","0.887"
"SL","2021-04-12","85.4","-1.6","6.21","Ohtani, Shohei",660271,623470,,"ball",,,,,"11","Shohei Ohtani doubles (3) on a fly ball to left fielder Andrew Benintendi.   David Fletcher scores.","R","L","R","KC","LAA","B",,,"2","1",2021,"0.2","0.51","-1.45","2.79",,,"664058","0","9","Top",,,,,"521692",,,-0.031366611321645976,-124.54533011059638,-2.871458497579614,2.092411809738379,21.78086387623498,-26.513500148901564,"3.44","1.58",,,,"84.9","2603","5.5",632197,623470,"521692","467793","593160","593643","670032","643217","572191","664728","54.96",,,,,,,,"73","4","Slider","3","7","7","3","7","3","7","3","Infield shift","Standard","127","0","0.198"
"CH","2021-04-12","87.5","-1.26","6.34","Ohtani, Shohei",660271,623470,,"ball",,,,,"11","Shohei Ohtani doubles (3) on a fly ball to left fielder Andrew Benintendi.   David Fletcher scores.","R","L","R","KC","LAA","B",,,"1","1",2021,"-0.79","1.34","-0.64","4.80",,,"664058","0","9","Top",,,,,"521692",,,3.105497546366103,-127.52519742201815,-0.3869127299265273,-9.271749350661274,25.018122776031678,-17.634831226084863,"3.47","1.49",,,,"86.9","1733","5.7",632197,623470,"521692","467793","593160","593643","670032","643217","572191","664728","54.8",,,,,,,,"73","3","Changeup","3","7","7","3","7","3","7","3","Infield shift","Standard","203","0","0.076"
"FF","2021-04-12","92.8","-1.12","6.43","Ohtani, Shohei",660271,623470,,"foul",,,,,"1","Shohei Ohtani doubles (3) on a fly ball to left fielder Andrew Benintendi.   David Fletcher scores.","R","L","R","KC","LAA","S",,,"1","0",2021,"-0.04","1.38","-0.42","3.38",,,"664058","0","9","Top",,,,,"521692",,,1.8717766309855493,-135.19482661686112,-5.033933870942699,-0.8622707730364368,27.448265818873587,-14.31138795271989,"3.55","1.63","212","74.5","24","92","2333","5.6",632197,623470,"521692","467793","593160","593643","670032","643217","572191","664728","54.89",,,,,,,,"73","2","4-Seam Fastball","3","7","7","3","7","3","7","3","Infield shift","Standard","194","0","-0.073"
"SL","2021-04-12","86.2","-1.31","6.32","Ohtani, Shohei",660271,623470,,"ball",,,,,"11","Shohei Ohtani doubles (3) on a fly ball to left fielder Andrew Benintendi.   David Fletcher scores.","R","L","R","KC","LAA","B",,,"0","0",2021,"0.49","0.07","-1.46","2.97",,,"664058","0","9","Top",,,,,"521692",,,-1.329949376043184,-125.59728955752452,-1.9198425468628664,5.495763841159805,23.22349335565787,-31.29279179621644,"3.47","1.58",,,,"85.7","2513","5.7",632197,623470,"521692","467793","593160","593643","670032","643217","572191","664728","54.83",,,,,,,,"73","1","Slider","3","7","7","3","7","3","7","3","Infield shift","Standard","146","0","0.055"
"FF","2021-04-12","95.1","-0.83","5.18","Ohtani, Shohei",660271,605130,"double","hit_into_play",,,,,"2","Shohei Ohtani doubles (2) on a sharp line drive to right fielder Kyle Isbel.   Jose Iglesias scores.    Kurt Suzuki scores.","R","L","R","KC","LAA","X","9","line_drive","1","1",2021,"-0.93","1.19","0.16","3.29","578428","435559",,"2","7","Top",217.57,88.3,,,"521692",,,4.715892831455454,-138.44955146784264,-1.974105049498874,-13.007894336543835,31.592655868807363,-16.657949800673922,"3.55","1.63","353","119.0","18","96","2380","6.8",632197,605130,"521692","467793","593160","593643","670032","643217","572191","664728","53.69","0.863","1.311","1.25","1","1","1","6","55","3","4-Seam Fastball","3","4","4","3","6","3","6","3","Standard","Standard","225","-0.189","1.772"
"FF","2021-04-12","94.5","-0.77","5.26","Ohtani, Shohei",660271,605130,,"ball",,,,,"12","Shohei Ohtani doubles (2) on a sharp line drive to right fielder Kyle Isbel.   Jose Iglesias scores.    Kurt Suzuki scores.","R","L","R","KC","LAA","B",,,"0","1",2021,"-0.82","1.25","1.14","3.61","578428","435559",,"2","7","Top",,,,,"521692",,,6.873195182128923,-137.48574234661316,-1.4107252886918231,-11.872927258937873,30.71415927104646,-16.179562282148012,"3.31","1.52",,,,"95.6","2280","6.9",632197,605130,"521692","467793","593160","593643","670032","643217","572191","664728","53.57",,,,,,,,"55","2","4-Seam Fastball","3","4","4","3","4","3","4","3","Standard","Standard","225","0","0.075"
"FF","2021-04-12","96.0","-0.9","5.17","Ohtani, Shohei",660271,605130,,"swinging_strike",,,,,"5","Shohei Ohtani doubles (2) on a sharp line drive to right fielder Kyle Isbel.   Jose Iglesias scores.    Kurt Suzuki scores.","R","L","R","KC","LAA","S",,,"0","0",2021,"-0.88","1.2","-0.07","2.69","578428","435559",,"2","7","Top",,,,,"521692",,,4.223034345799195,-139.8263591244278,-3.735255174518853,-12.544055113030286,31.493026567017235,-15.82739385124522,"3.55","1.63",,,,"96.9","2377","6.7",632197,605130,"521692","467793","593160","593643","670032","643217","572191","664728","53.76",,,,,,,,"55","1","4-Seam Fastball","3","4","4","3","4","3","4","3","Infield shift","Standard","223","0","-0.123"
"SL","2021-04-12","87.9","-1.14","5.34","Ohtani, Shohei",660271,663903,"single","hit_into_play",,,,,"9","Shohei Ohtani singles on a sharp line drive to left fielder Andrew Benintendi.","R","L","R","KC","LAA","X","7","line_drive","1","2",2021,"0.27","0.07","0.60","1.55",,,,"1","1","Top",74.52,103.6,,,"521692",,,3.67207241799601,-128.14430113136441,-3.341949179440901,2.3690478279430334,22.4195886631414,-31.022090340375996,"3.55","1.63","181","106.5","7","89","2440","6.6",632197,663903,"521692","467793","593160","593643","670032","643217","572191","664728","53.95","0.711","0.676","0.9","1","1","0","4","2","4","Slider","0","0","0","0","0","0","0","0","Infield shift","Standard","128","-0.025","0.311"
"SI","2021-04-12","96.9","-1.15","5.35","Ohtani, Shohei",660271,663903,,"called_strike",,,,,"8","Shohei Ohtani singles on a sharp line drive to left fielder Andrew Benintendi.","R","L","R","KC","LAA","S",,,"1","1",2021,"-0.89","1.31","-0.21","1.72",,,,"1","1","Top",,,,,"521692",,,4.559965982223826,-141.06038703557599,-7.242963873261502,-12.914464271630576,29.21899396006939,-13.244001131214528,"3.45","1.64",,,,"98","2216","6.7",632197,663903,"521692","467793","593160","593643","670032","643217","572191","664728","53.81",,,,,,,,"2","3","Sinker","0","0","0","0","0","0","0","0","Infield shift","Standard","224","0","-0.043"
"SL","2021-04-12","87.8","-1.32","5.31","Ohtani, Shohei",660271,663903,,"ball",,,,,"14","Shohei Ohtani singles on a sharp line drive to left fielder Andrew Benintendi.","R","L","R","KC","LAA","B",,,"0","1",2021,"0.2","0.15","0.75","1.42",,,,"1","1","Top",,,,,"521692",,,4.609010404929328,-127.90826265086305,-3.715797071244509,1.445207878873766,22.483126099183902,-30.011319767458794,"3.56","1.56",,,,"88.9","2439","6.6",632197,663903,"521692","467793","593160","593643","670032","643217","572191","664728","53.93",,,,,,,,"2","2","Slider","0","0","0","0","0","0","0","0","Infield shift","Standard","136","0","0.021"
"SI","2021-04-12","96.7","-1.21","5.3","Ohtani, Shohei",660271,663903,,"called_strike",,,,,"8","Shohei Ohtani singles on a sharp line drive to left fielder Andrew Benintendi.","R","L","R","KC","LAA","S",,,"0","0",2021,"-0.94","1.3","-0.25","1.81",,,,"1","1","Top",,,,,"521692",,,4.748546035850672,-140.79044508115481,-6.8466940890908505,-13.554940846383976,28.39650633040354,-13.548183041492262,"3.58","1.56",,,,"98.2","2224","6.9",632197,663903,"521692","467793","593160","593643","670032","643217","572191","664728","53.64",,,,,,,,"2","1","Sinker","0","0","0","0","0","0","0","0","Infield shift","Standard","206","0","-0.027"
"SI","2021-04-10","93.9","1.82","5.88","Ohtani, Shohei",660271,571927,"field_out","hit_into_play",,,,,"6","Shohei Ohtani grounds out, second baseman Marcus Semien to first baseman Rowdy Tellez.","R","L","L","TOR","LAA","X","4","ground_ball","1","2",2021,"1.44","0.67","0.39","2.64",,,"664058","2","5","Top",143.79,143.8,,,"643376",,,-6.939350878340758,-136.68179994497532,-4.234151412337509,19.62431506783907,27.754391019435083,-23.013327908532663,"3.55","1.63","11","96.0","-12","94.7","2112","6.6",632227,571927,"643376","642133","543760","669289","666182","641943","641505","545341","53.92","0.189","0.171","0","1","0","0","2","51","4","Sinker","14","1","1","14","1","14","1","14",,,"133","0","-0.153"
"SL","2021-04-10","87.3","1.83","5.65","Ohtani, Shohei",660271,571927,,"foul",,,,,"7","Shohei Ohtani grounds out, second baseman Marcus Semien to first baseman Rowdy Tellez.","R","L","L","TOR","LAA","S",,,"1","1",2021,"-0.13","0.47","-0.72","2.23",,,"664058","2","5","Top",,,,,"643376",,,-5.900709234422869,-127.01571979908802,-3.0922901343404283,-0.239403265833651,25.089350369267606,-26.678292488347843,"3.55","1.63","103","74.7","8","87.9","2054","6.6",632227,571927,"643376","642133","543760","669289","666182","641943","641505","545341","53.93",,,,,,,,"51","3","Slider","14","1","1","14","1","14","1","14",,,"138","0","-0.059"
"SI","2021-04-10","93.7","1.87","5.77","Ohtani, Shohei",660271,571927,,"called_strike",,,,,"7","Shohei Ohtani grounds out, second baseman Marcus Semien to first baseman Rowdy Tellez.","R","L","L","TOR","LAA","S",,,"1","0",2021,"1.23","1.04","-0.80","1.80",,,"664058","2","5","Top",,,,,"643376",,,-9.67076188744779,-136.041409036246,-6.853990910641639,17.372792479165206,28.324756657748807,-17.949609136566476,"3.33","1.67",,,,"94.2","2056","6.6",632227,571927,"643376","642133","543760","669289","666182","641943","641505","545341","53.91",,,,,,,,"51","2","Sinker","14","1","1","14","1","14","1","14",,,"128","0","-0.048"
